============================================================================================================
Arguments =
	approach: icarl
	batch_size: 100
	clipping: 10000
	datasets: ['miniimagenet']
	eval_on_train: False
	exp_name: None
	fix_bn: False
	gpu: 5
	gridsearch_tasks: -1
	keep_existing_head: False
	last_layer_analysis: False
	log: ['disk']
	lr: 0.05
	lr_factor: 1.0
	lr_min: 0.0001
	lr_patience: 5
	momentum: 0.9
	multi_softmax: False
	nc_first_task: 10
	nepochs: 100
	network: resnet18
	no_cudnn_deterministic: False
	num_tasks: 10
	num_workers: 4
	pin_memory: False
	pretrained: False
	results_path: ../miniimagenet_icarl_result10t
	save_models: False
	seed: 1234
	stop_at_task: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0002
============================================================================================================
Approach arguments =
	lamb: 1
============================================================================================================
Exemplars dataset arguments =
	exemplar_selection: random
	num_exemplars: 0
	num_exemplars_per_class: 50
============================================================================================================
WARNING: ../miniimagenet_icarl_result10t/miniimagenet_icarl already exists!
[(0, 10), (1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10)]
************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  3.1s | Train: skip eval | Valid: time=  0.5s loss=9.259, TAw acc= 23.2% | *
| Epoch  13, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.568, TAw acc= 46.6% | *
| Epoch  14, time=  1.5s | Train: skip eval | Valid: time=  0.5s loss=1.932, TAw acc= 46.2% |
| Epoch  15, time=  2.4s | Train: skip eval | Valid: time=  0.7s loss=1.566, TAw acc= 45.2% | *
| Epoch  16, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.542, TAw acc= 48.2% | *
| Epoch  17, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.707, TAw acc= 45.0% |
| Epoch  18, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.539, TAw acc= 46.8% | *
| Epoch  19, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.541, TAw acc= 49.4% |
| Epoch  20, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.496, TAw acc= 48.8% | *
| Epoch  21, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.416, TAw acc= 49.8% | *
| Epoch  22, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.559, TAw acc= 47.4% |
| Epoch  23, time=  1.5s | Train: skip eval | Valid: time=  0.5s loss=1.513, TAw acc= 47.2% |
| Epoch  24, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.439, TAw acc= 51.2% |
| Epoch  25, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.327, TAw acc= 53.8% | *
| Epoch  26, time=  2.2s | Train: skip eval | Valid: time=  0.6s loss=1.519, TAw acc= 49.2% |
| Epoch  27, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.400, TAw acc= 49.2% |
| Epoch  28, time=  1.4s | Train: skip eval | Valid: time=  0.8s loss=1.466, TAw acc= 51.2% |
| Epoch  29, time=  1.5s | Train: skip eval | Valid: time=  0.6s loss=1.336, TAw acc= 53.8% |
| Epoch  30, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.423, TAw acc= 53.0% | lr=5.0e-02
| Epoch  31, time=  1.4s | Train: skip eval | Valid: time=  0.9s loss=1.371, TAw acc= 54.6% |
| Epoch  32, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.363, TAw acc= 54.6% |
| Epoch  33, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.391, TAw acc= 51.4% |
| Epoch  34, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.395, TAw acc= 52.4% |
| Epoch  35, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.339, TAw acc= 54.8% | lr=5.0e-02
| Epoch  36, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=1.448, TAw acc= 51.6% |
| Epoch  37, time=  2.2s | Train: skip eval | Valid: time=  0.5s loss=1.392, TAw acc= 51.6% |
| Epoch  38, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=1.332, TAw acc= 53.6% |
| Epoch  39, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.369, TAw acc= 53.2% |
| Epoch  40, time=  1.5s | Train: skip eval | Valid: time=  0.5s loss=1.399, TAw acc= 52.8% | lr=5.0e-02
| Epoch  41, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.494, TAw acc= 48.8% |
| Epoch  42, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.378, TAw acc= 51.6% |
| Epoch  43, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.367, TAw acc= 54.6% |
| Epoch  44, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.352, TAw acc= 53.6% |
| Epoch  45, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.369, TAw acc= 51.6% | lr=5.0e-02
| Epoch  46, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.332, TAw acc= 54.2% |
| Epoch  47, time=  1.2s | Train: skip eval | Valid: time=  0.5s loss=1.455, TAw acc= 50.2% |
| Epoch  48, time=  2.2s | Train: skip eval | Valid: time=  0.6s loss=1.493, TAw acc= 49.4% |
| Epoch  49, time=  1.4s | Train: skip eval | Valid: time=  0.9s loss=1.451, TAw acc= 49.8% |
| Epoch  50, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.483, TAw acc= 51.6% | lr=5.0e-02
| Epoch  51, time=  1.5s | Train: skip eval | Valid: time=  0.6s loss=1.407, TAw acc= 53.8% |
| Epoch  52, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.317, TAw acc= 52.4% | *
| Epoch  53, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.361, TAw acc= 52.4% |
| Epoch  54, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.362, TAw acc= 52.4% |
| Epoch  55, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.372, TAw acc= 52.0% |
| Epoch  56, time=  1.3s | Train: skip eval | Valid: time=  0.8s loss=1.755, TAw acc= 45.2% |
| Epoch  57, time=  1.2s | Train: skip eval | Valid: time=  0.7s loss=1.388, TAw acc= 51.2% | lr=5.0e-02
| Epoch  58, time=  1.5s | Train: skip eval | Valid: time=  0.6s loss=1.355, TAw acc= 53.4% |
| Epoch  59, time=  2.2s | Train: skip eval | Valid: time=  0.6s loss=1.370, TAw acc= 51.4% |
| Epoch  60, time=  1.5s | Train: skip eval | Valid: time=  0.5s loss=1.328, TAw acc= 54.8% |
| Epoch  61, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=1.340, TAw acc= 51.6% |
| Epoch  62, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.402, TAw acc= 50.2% | lr=5.0e-02
| Epoch  63, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.382, TAw acc= 50.0% |
| Epoch  64, time=  1.3s | Train: skip eval | Valid: time=  0.9s loss=1.436, TAw acc= 48.6% |
| Epoch  65, time=  1.3s | Train: skip eval | Valid: time=  0.8s loss=1.351, TAw acc= 52.6% |
| Epoch  66, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.295, TAw acc= 56.6% | *
| Epoch  67, time=  1.2s | Train: skip eval | Valid: time=  0.6s loss=1.374, TAw acc= 53.0% |
| Epoch  68, time=  1.3s | Train: skip eval | Valid: time=  0.4s loss=1.354, TAw acc= 52.2% |
| Epoch  69, time=  1.5s | Train: skip eval | Valid: time=  0.8s loss=1.323, TAw acc= 55.2% |
| Epoch  70, time=  2.3s | Train: skip eval | Valid: time=  0.6s loss=1.360, TAw acc= 51.2% |
| Epoch  71, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.326, TAw acc= 56.0% | lr=5.0e-02
| Epoch  72, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.581, TAw acc= 48.8% |
| Epoch  73, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=1.408, TAw acc= 50.8% |
| Epoch  74, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=1.339, TAw acc= 53.2% |
| Epoch  75, time=  1.4s | Train: skip eval | Valid: time=  1.1s loss=1.400, TAw acc= 53.8% |
| Epoch  76, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.317, TAw acc= 54.8% | lr=5.0e-02
| Epoch  77, time=  1.7s | Train: skip eval | Valid: time=  0.6s loss=1.318, TAw acc= 54.6% |
| Epoch  78, time=  1.2s | Train: skip eval | Valid: time=  0.5s loss=1.575, TAw acc= 49.2% |
| Epoch  79, time=  1.2s | Train: skip eval | Valid: time=  0.6s loss=1.377, TAw acc= 52.0% |
| Epoch  80, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=1.368, TAw acc= 52.4% |
| Epoch  81, time=  2.4s | Train: skip eval | Valid: time=  0.8s loss=1.316, TAw acc= 56.6% | lr=5.0e-02
| Epoch  82, time=  1.5s | Train: skip eval | Valid: time=  0.6s loss=1.276, TAw acc= 57.8% | *
| Epoch  83, time=  1.5s | Train: skip eval | Valid: time=  0.7s loss=1.307, TAw acc= 57.2% |
| Epoch  84, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.339, TAw acc= 53.4% |
| Epoch  85, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.330, TAw acc= 56.4% |
| Epoch  86, time=  2.3s | Train: skip eval | Valid: time=  0.6s loss=1.303, TAw acc= 53.0% |
| Epoch  87, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.304, TAw acc= 53.4% | lr=5.0e-02
| Epoch  88, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.419, TAw acc= 53.4% |
| Epoch  89, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.381, TAw acc= 54.8% |
| Epoch  90, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.507, TAw acc= 49.8% |
| Epoch  91, time=  2.0s | Train: skip eval | Valid: time=  0.5s loss=1.373, TAw acc= 50.2% |
| Epoch  92, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.282, TAw acc= 56.4% | lr=5.0e-02
| Epoch  93, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.324, TAw acc= 54.6% |
| Epoch  94, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.389, TAw acc= 54.2% |
| Epoch  95, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.486, TAw acc= 51.2% |
| Epoch  96, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.392, TAw acc= 51.8% |
| Epoch  97, time=  2.3s | Train: skip eval | Valid: time=  0.6s loss=1.349, TAw acc= 52.2% | lr=5.0e-02
| Epoch  98, time=  1.2s | Train: skip eval | Valid: time=  0.5s loss=1.332, TAw acc= 53.8% |
| Epoch  99, time=  1.5s | Train: skip eval | Valid: time=  0.5s loss=1.374, TAw acc= 53.2% |
| Epoch 100, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.478, TAw acc= 52.2% |
| Selected 500 train exemplars, time=  0.0s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=1.279 | TAw acc= 58.2%, forg=  0.0%| TAg acc= 58.2%, forg=  0.0% <<<
Save at ../miniimagenet_icarl_result10t/miniimagenet_icarl
************************************************************************************************************
Task  1
************************************************************************************************************
| Epoch   1, time=  1.8s | Train: skip eval | Valid: time=  1.2s loss=6.572, TAw acc= 43.0% | *
| Epoch   2, time=  1.7s | Train: skip eval | Valid: time=  0.5s loss=6.461, TAw acc= 48.6% | *
| Epoch   3, time=  1.6s | Train: skip eval | Valid: time=  0.5s loss=6.461, TAw acc= 51.6% | *
| Epoch   4, time=  1.6s | Train: skip eval | Valid: time=  0.6s loss=6.384, TAw acc= 56.0% | *
| Epoch   5, time=  1.9s | Train: skip eval | Valid: time=  0.7s loss=6.369, TAw acc= 55.4% | *
| Epoch   6, time=  1.8s | Train: skip eval | Valid: time=  0.5s loss=6.357, TAw acc= 54.6% | *
| Epoch   7, time=  1.8s | Train: skip eval | Valid: time=  0.5s loss=6.348, TAw acc= 53.8% | *
| Epoch   8, time=  1.7s | Train: skip eval | Valid: time=  0.7s loss=6.309, TAw acc= 58.4% | *
| Epoch   9, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.303, TAw acc= 59.4% | *
| Epoch  10, time=  1.9s | Train: skip eval | Valid: time=  0.7s loss=6.237, TAw acc= 60.8% | *
| Epoch  11, time=  2.7s | Train: skip eval | Valid: time=  0.6s loss=6.201, TAw acc= 56.6% | *
| Epoch  12, time=  1.6s | Train: skip eval | Valid: time=  0.6s loss=6.382, TAw acc= 56.4% |
| Epoch  13, time=  1.7s | Train: skip eval | Valid: time=  0.5s loss=6.179, TAw acc= 60.2% | *
| Epoch  14, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.267, TAw acc= 59.2% |
| Epoch  15, time=  1.8s | Train: skip eval | Valid: time=  1.0s loss=6.248, TAw acc= 59.4% |
| Epoch  16, time=  1.6s | Train: skip eval | Valid: time=  0.5s loss=6.325, TAw acc= 57.6% |
| Epoch  17, time=  2.1s | Train: skip eval | Valid: time=  0.5s loss=6.394, TAw acc= 56.2% |
| Epoch  18, time=  1.8s | Train: skip eval | Valid: time=  0.5s loss=6.239, TAw acc= 59.6% | lr=5.0e-02
| Epoch  19, time=  1.8s | Train: skip eval | Valid: time=  0.5s loss=6.185, TAw acc= 61.6% |
| Epoch  20, time=  1.8s | Train: skip eval | Valid: time=  0.5s loss=6.270, TAw acc= 57.2% |
| Epoch  21, time=  1.8s | Train: skip eval | Valid: time=  0.5s loss=6.454, TAw acc= 57.6% |
| Epoch  22, time=  1.7s | Train: skip eval | Valid: time=  0.6s loss=6.205, TAw acc= 62.6% |
| Epoch  23, time=  1.8s | Train: skip eval | Valid: time=  0.8s loss=6.237, TAw acc= 57.8% | lr=5.0e-02
| Epoch  24, time=  1.8s | Train: skip eval | Valid: time=  1.6s loss=6.252, TAw acc= 57.0% |
| Epoch  25, time=  1.7s | Train: skip eval | Valid: time=  0.6s loss=6.207, TAw acc= 62.8% |
| Epoch  26, time=  2.0s | Train: skip eval | Valid: time=  0.6s loss=6.261, TAw acc= 60.2% |
| Epoch  27, time=  1.7s | Train: skip eval | Valid: time=  0.6s loss=6.311, TAw acc= 57.4% |
| Epoch  28, time=  1.7s | Train: skip eval | Valid: time=  0.7s loss=6.543, TAw acc= 59.4% | lr=5.0e-02
| Epoch  29, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.211, TAw acc= 57.8% |
| Epoch  30, time=  1.6s | Train: skip eval | Valid: time=  0.8s loss=6.224, TAw acc= 60.0% |
| Epoch  31, time=  1.7s | Train: skip eval | Valid: time=  0.5s loss=6.220, TAw acc= 60.4% |
| Epoch  32, time=  1.8s | Train: skip eval | Valid: time=  0.5s loss=8.810, TAw acc= 56.2% |
| Epoch  33, time=  1.7s | Train: skip eval | Valid: time=  0.5s loss=6.242, TAw acc= 60.2% | lr=5.0e-02
| Epoch  34, time=  2.5s | Train: skip eval | Valid: time=  0.6s loss=6.268, TAw acc= 58.0% |
| Epoch  35, time=  1.7s | Train: skip eval | Valid: time=  0.6s loss=6.249, TAw acc= 60.6% |
| Epoch  36, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.149, TAw acc= 60.4% | *
| Epoch  37, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.229, TAw acc= 58.2% |
| Epoch  38, time=  1.9s | Train: skip eval | Valid: time=  0.6s loss=6.261, TAw acc= 59.6% |
| Epoch  39, time=  1.8s | Train: skip eval | Valid: time=  0.5s loss=6.144, TAw acc= 62.0% | *
| Epoch  40, time=  1.7s | Train: skip eval | Valid: time=  0.7s loss=6.225, TAw acc= 59.4% |
| Epoch  41, time=  1.7s | Train: skip eval | Valid: time=  0.6s loss=6.213, TAw acc= 59.6% |
| Epoch  42, time=  1.7s | Train: skip eval | Valid: time=  0.5s loss=6.301, TAw acc= 58.8% |
| Epoch  43, time=  2.8s | Train: skip eval | Valid: time=  0.5s loss=6.158, TAw acc= 63.8% |
| Epoch  44, time=  1.9s | Train: skip eval | Valid: time=  0.5s loss=6.200, TAw acc= 60.4% | lr=5.0e-02
| Epoch  45, time=  1.9s | Train: skip eval | Valid: time=  0.5s loss=6.155, TAw acc= 65.2% |
| Epoch  46, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.320, TAw acc= 57.8% |
| Epoch  47, time=  1.8s | Train: skip eval | Valid: time=  1.0s loss=6.165, TAw acc= 60.4% |
| Epoch  48, time=  1.9s | Train: skip eval | Valid: time=  0.6s loss=6.244, TAw acc= 60.4% |
| Epoch  49, time=  1.9s | Train: skip eval | Valid: time=  0.5s loss=6.138, TAw acc= 63.2% | *
| Epoch  50, time=  1.9s | Train: skip eval | Valid: time=  0.6s loss=6.264, TAw acc= 60.8% |
| Epoch  51, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.249, TAw acc= 59.8% |
| Epoch  52, time=  2.6s | Train: skip eval | Valid: time=  0.7s loss=6.245, TAw acc= 59.4% |
| Epoch  53, time=  1.9s | Train: skip eval | Valid: time=  0.6s loss=6.150, TAw acc= 62.8% |
| Epoch  54, time=  1.9s | Train: skip eval | Valid: time=  0.7s loss=6.216, TAw acc= 59.8% | lr=5.0e-02
| Epoch  55, time=  1.9s | Train: skip eval | Valid: time=  0.6s loss=6.123, TAw acc= 64.8% | *
| Epoch  56, time=  2.6s | Train: skip eval | Valid: time=  0.6s loss=6.243, TAw acc= 61.6% |
| Epoch  57, time=  1.8s | Train: skip eval | Valid: time=  0.7s loss=6.184, TAw acc= 62.2% |
| Epoch  58, time=  1.8s | Train: skip eval | Valid: time=  0.8s loss=6.207, TAw acc= 60.4% |
| Epoch  59, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.213, TAw acc= 59.4% |
| Epoch  60, time=  1.6s | Train: skip eval | Valid: time=  0.6s loss=6.168, TAw acc= 59.6% | lr=5.0e-02
| Epoch  61, time=  1.6s | Train: skip eval | Valid: time=  0.5s loss=6.180, TAw acc= 59.4% |
| Epoch  62, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.174, TAw acc= 60.2% |
| Epoch  63, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.202, TAw acc= 58.0% |
| Epoch  64, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.230, TAw acc= 60.6% |
| Epoch  65, time=  2.2s | Train: skip eval | Valid: time=  0.6s loss=6.295, TAw acc= 59.2% | lr=5.0e-02
| Epoch  66, time=  2.0s | Train: skip eval | Valid: time=  0.6s loss=6.279, TAw acc= 60.4% |
| Epoch  67, time=  2.1s | Train: skip eval | Valid: time=  0.5s loss=6.175, TAw acc= 61.6% |
| Epoch  68, time=  1.7s | Train: skip eval | Valid: time=  0.7s loss=6.238, TAw acc= 58.8% |
| Epoch  69, time=  1.7s | Train: skip eval | Valid: time=  1.2s loss=6.206, TAw acc= 60.0% |
| Epoch  70, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.170, TAw acc= 61.6% | lr=5.0e-02
| Epoch  71, time=  1.8s | Train: skip eval | Valid: time=  0.7s loss=6.222, TAw acc= 60.2% |
| Epoch  72, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.279, TAw acc= 59.2% |
| Epoch  73, time=  1.8s | Train: skip eval | Valid: time=  0.7s loss=7.061, TAw acc= 56.6% |
| Epoch  74, time=  2.8s | Train: skip eval | Valid: time=  0.8s loss=6.279, TAw acc= 59.4% |
| Epoch  75, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.264, TAw acc= 59.4% | lr=5.0e-02
| Epoch  76, time=  1.7s | Train: skip eval | Valid: time=  0.6s loss=6.192, TAw acc= 60.6% |
| Epoch  77, time=  1.9s | Train: skip eval | Valid: time=  0.6s loss=6.300, TAw acc= 59.4% |
| Epoch  78, time=  1.6s | Train: skip eval | Valid: time=  1.2s loss=6.229, TAw acc= 59.8% |
| Epoch  79, time=  1.6s | Train: skip eval | Valid: time=  0.7s loss=6.253, TAw acc= 61.0% |
| Epoch  80, time=  1.8s | Train: skip eval | Valid: time=  0.8s loss=6.150, TAw acc= 63.2% | lr=5.0e-02
| Epoch  81, time=  1.9s | Train: skip eval | Valid: time=  0.6s loss=6.228, TAw acc= 59.6% |
| Epoch  82, time=  1.7s | Train: skip eval | Valid: time=  0.6s loss=6.284, TAw acc= 59.2% |
| Epoch  83, time=  2.5s | Train: skip eval | Valid: time=  0.7s loss=6.214, TAw acc= 62.4% |
| Epoch  84, time=  2.0s | Train: skip eval | Valid: time=  0.5s loss=6.319, TAw acc= 57.4% |
| Epoch  85, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.222, TAw acc= 58.2% | lr=5.0e-02
| Epoch  86, time=  1.8s | Train: skip eval | Valid: time=  0.5s loss=6.238, TAw acc= 59.8% |
| Epoch  87, time=  1.7s | Train: skip eval | Valid: time=  0.6s loss=6.183, TAw acc= 59.4% |
| Epoch  88, time=  1.8s | Train: skip eval | Valid: time=  0.7s loss=6.252, TAw acc= 60.2% |
| Epoch  89, time=  1.9s | Train: skip eval | Valid: time=  0.6s loss=6.154, TAw acc= 61.2% |
| Epoch  90, time=  1.9s | Train: skip eval | Valid: time=  0.7s loss=6.189, TAw acc= 58.2% | lr=5.0e-02
| Epoch  91, time=  1.9s | Train: skip eval | Valid: time=  0.5s loss=6.323, TAw acc= 59.4% |
| Epoch  92, time=  2.7s | Train: skip eval | Valid: time=  0.7s loss=6.328, TAw acc= 62.0% |
| Epoch  93, time=  1.7s | Train: skip eval | Valid: time=  0.6s loss=6.235, TAw acc= 61.4% |
| Epoch  94, time=  1.7s | Train: skip eval | Valid: time=  0.6s loss=6.222, TAw acc= 61.6% |
| Epoch  95, time=  1.7s | Train: skip eval | Valid: time=  0.5s loss=6.185, TAw acc= 60.0% | lr=5.0e-02
| Epoch  96, time=  1.8s | Train: skip eval | Valid: time=  0.7s loss=6.360, TAw acc= 59.0% |
| Epoch  97, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.362, TAw acc= 59.0% |
| Epoch  98, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=6.151, TAw acc= 60.6% |
| Epoch  99, time=  1.7s | Train: skip eval | Valid: time=  0.6s loss=6.181, TAw acc= 62.0% |
| Epoch 100, time=  1.7s | Train: skip eval | Valid: time=  0.7s loss=6.187, TAw acc= 62.0% | lr=5.0e-02
| Selected 1000 train exemplars, time=  0.0s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=2.983 | TAw acc= 59.3%, forg= -1.1%| TAg acc= 47.8%, forg= 10.4% <<<
>>> Test on task  1 : loss=6.136 | TAw acc= 62.3%, forg=  0.0%| TAg acc= 49.0%, forg=  0.0% <<<
Save at ../miniimagenet_icarl_result10t/miniimagenet_icarl
************************************************************************************************************
Task  2
************************************************************************************************************
| Epoch   1, time=  2.2s | Train: skip eval | Valid: time=  0.6s loss=10.757, TAw acc= 47.6% | *
| Epoch   2, time=  1.9s | Train: skip eval | Valid: time=  0.7s loss=10.759, TAw acc= 53.0% |
| Epoch   3, time=  2.3s | Train: skip eval | Valid: time=  0.8s loss=10.654, TAw acc= 54.8% | *
| Epoch   4, time=  2.0s | Train: skip eval | Valid: time=  0.7s loss=10.688, TAw acc= 53.6% |
| Epoch   5, time=  2.1s | Train: skip eval | Valid: time=  0.6s loss=10.684, TAw acc= 53.8% |
| Epoch   6, time=  1.9s | Train: skip eval | Valid: time=  0.7s loss=10.635, TAw acc= 52.8% | *
| Epoch   7, time=  2.1s | Train: skip eval | Valid: time=  0.6s loss=12.158, TAw acc= 47.4% |
| Epoch   8, time=  2.2s | Train: skip eval | Valid: time=  1.0s loss=10.797, TAw acc= 57.6% |
| Epoch   9, time=  2.0s | Train: skip eval | Valid: time=  0.7s loss=10.604, TAw acc= 54.6% | *
| Epoch  10, time=  2.1s | Train: skip eval | Valid: time=  0.8s loss=10.681, TAw acc= 55.8% |
| Epoch  11, time=  2.0s | Train: skip eval | Valid: time=  0.7s loss=10.592, TAw acc= 57.0% | *
| Epoch  12, time=  2.4s | Train: skip eval | Valid: time=  0.7s loss=10.699, TAw acc= 56.4% |
| Epoch  13, time=  1.9s | Train: skip eval | Valid: time=  0.7s loss=10.684, TAw acc= 57.2% |
| Epoch  14, time=  2.2s | Train: skip eval | Valid: time=  0.6s loss=10.643, TAw acc= 57.8% |
| Epoch  15, time=  2.0s | Train: skip eval | Valid: time=  0.6s loss=10.569, TAw acc= 58.0% | *
| Epoch  16, time=  2.3s | Train: skip eval | Valid: time=  1.0s loss=10.592, TAw acc= 58.0% |
| Epoch  17, time=  2.2s | Train: skip eval | Valid: time=  0.6s loss=10.815, TAw acc= 60.6% |
| Epoch  18, time=  2.0s | Train: skip eval | Valid: time=  0.6s loss=10.592, TAw acc= 59.2% |
| Epoch  19, time=  2.0s | Train: skip eval | Valid: time=  0.6s loss=10.587, TAw acc= 57.2% |
