============================================================================================================
Arguments =
	approach: mas
	batch_size: 100
	clipping: 10000
	datasets: ['miniimagenet']
	eval_on_train: False
	exp_name: None
	fix_bn: False
	gpu: 3
	gridsearch_tasks: -1
	keep_existing_head: False
	last_layer_analysis: False
	log: ['disk']
	lr: 0.05
	lr_factor: 1.0
	lr_min: 0.0001
	lr_patience: 5
	momentum: 0.9
	multi_softmax: False
	nc_first_task: 10
	nepochs: 100
	network: resnet18
	no_cudnn_deterministic: False
	num_tasks: 10
	num_workers: 4
	pin_memory: False
	pretrained: False
	results_path: ../miniimagenet_mas_result10t
	save_models: False
	seed: 12345
	stop_at_task: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0002
============================================================================================================
Approach arguments =
	alpha: 0.5
	fi_num_samples: -1
	lamb: 1
============================================================================================================
Exemplars dataset arguments =
	exemplar_selection: random
	num_exemplars: 0
	num_exemplars_per_class: 0
============================================================================================================
WARNING: ../miniimagenet_mas_result10t/miniimagenet_mas already exists!
[(0, 10), (1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10)]
************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch  24, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.377, TAw acc= 53.4% | *
| Epoch  25, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.437, TAw acc= 51.0% |
| Epoch  26, time=  1.6s | Train: skip eval | Valid: time=  1.7s loss=1.421, TAw acc= 52.6% |
| Epoch  27, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.404, TAw acc= 54.8% |
| Epoch  28, time=  1.6s | Train: skip eval | Valid: time=  0.7s loss=1.376, TAw acc= 54.6% | *
| Epoch  29, time=  1.5s | Train: skip eval | Valid: time=  1.1s loss=1.400, TAw acc= 52.6% |
| Epoch  30, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.387, TAw acc= 52.8% |
| Epoch  31, time=  1.4s | Train: skip eval | Valid: time=  1.3s loss=1.503, TAw acc= 46.4% |
| Epoch  32, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.398, TAw acc= 54.6% |
| Epoch  33, time=  1.5s | Train: skip eval | Valid: time=  0.7s loss=1.382, TAw acc= 54.0% | lr=5.0e-02
| Epoch  34, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.388, TAw acc= 53.8% |
| Epoch  35, time=  1.5s | Train: skip eval | Valid: time=  0.5s loss=1.455, TAw acc= 52.4% |
| Epoch  36, time=  1.6s | Train: skip eval | Valid: time=  1.4s loss=1.415, TAw acc= 50.4% |
| Epoch  37, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.419, TAw acc= 52.4% |
| Epoch  38, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.643, TAw acc= 43.8% | lr=5.0e-02
| Epoch  39, time=  1.4s | Train: skip eval | Valid: time=  0.8s loss=1.417, TAw acc= 51.0% |
| Epoch  40, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.411, TAw acc= 53.6% |
| Epoch  41, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.396, TAw acc= 54.2% |
| Epoch  42, time=  2.2s | Train: skip eval | Valid: time=  0.9s loss=1.340, TAw acc= 54.2% | *
| Epoch  43, time=  1.5s | Train: skip eval | Valid: time=  0.7s loss=1.321, TAw acc= 55.4% | *
| Epoch  44, time=  1.6s | Train: skip eval | Valid: time=  1.0s loss=1.322, TAw acc= 56.4% |
