============================================================================================================
Arguments =
	approach: path_integral
	batch_size: 100
	clipping: 10000
	datasets: ['mnist']
	eval_on_train: False
	exp_name: None
	fix_bn: False
	gpu: 2
	gridsearch_tasks: -1
	keep_existing_head: False
	last_layer_analysis: False
	log: ['disk']
	lr: 0.05
	lr_factor: 1.0
	lr_min: 0.0001
	lr_patience: 5
	momentum: 0.9
	multi_softmax: False
	nc_first_task: 2
	nepochs: 100
	network: resnet18
	no_cudnn_deterministic: False
	num_tasks: 5
	num_workers: 4
	pin_memory: False
	pretrained: False
	results_path: ../mnist_path_integral_result5t
	save_models: False
	seed: 7
	stop_at_task: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0002
============================================================================================================
Approach arguments =
	damping: 0.1
	lamb: 0.1
============================================================================================================
Exemplars dataset arguments =
	exemplar_selection: random
	num_exemplars: 0
	num_exemplars_per_class: 0
============================================================================================================
WARNING: ../mnist_path_integral_result5t/mnist_path_integral already exists!
[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]
************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  5.6s | Train: skip eval | Valid: time=  0.6s loss=0.031, TAw acc= 99.1% | *
| Epoch   2, time=  3.4s | Train: skip eval | Valid: time=  0.6s loss=0.044, TAw acc= 98.3% |
| Epoch   3, time=  3.4s | Train: skip eval | Valid: time=  0.5s loss=0.038, TAw acc= 99.0% |
| Epoch   4, time=  3.3s | Train: skip eval | Valid: time=  0.7s loss=0.019, TAw acc= 99.3% | *
| Epoch   5, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.021, TAw acc= 99.3% |
| Epoch   6, time=  4.4s | Train: skip eval | Valid: time=  0.7s loss=0.023, TAw acc= 99.4% |
| Epoch   7, time=  3.4s | Train: skip eval | Valid: time=  0.4s loss=0.018, TAw acc= 99.4% | *
| Epoch   8, time=  3.5s | Train: skip eval | Valid: time=  0.7s loss=0.020, TAw acc= 99.5% |
| Epoch   9, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.026, TAw acc= 99.4% |
| Epoch  10, time=  3.3s | Train: skip eval | Valid: time=  0.6s loss=0.033, TAw acc= 99.2% |
| Epoch  11, time=  3.4s | Train: skip eval | Valid: time=  0.6s loss=0.018, TAw acc= 99.5% |
| Epoch  12, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.034, TAw acc= 99.5% | lr=5.0e-02
| Epoch  13, time=  3.4s | Train: skip eval | Valid: time=  0.6s loss=0.016, TAw acc= 99.6% | *
| Epoch  14, time=  3.4s | Train: skip eval | Valid: time=  0.5s loss=0.032, TAw acc= 99.2% |
| Epoch  15, time=  3.3s | Train: skip eval | Valid: time=  0.7s loss=0.022, TAw acc= 99.4% |
| Epoch  16, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.024, TAw acc= 99.4% |
| Epoch  17, time=  3.4s | Train: skip eval | Valid: time=  0.6s loss=0.037, TAw acc= 99.2% |
| Epoch  18, time=  3.4s | Train: skip eval | Valid: time=  0.7s loss=0.023, TAw acc= 99.5% | lr=5.0e-02
| Epoch  19, time=  3.5s | Train: skip eval | Valid: time=  0.6s loss=0.026, TAw acc= 99.2% |
| Epoch  20, time=  3.4s | Train: skip eval | Valid: time=  0.6s loss=0.029, TAw acc= 99.3% |
| Epoch  21, time=  3.4s | Train: skip eval | Valid: time=  0.5s loss=0.024, TAw acc= 99.4% |
| Epoch  22, time=  3.6s | Train: skip eval | Valid: time=  0.5s loss=0.022, TAw acc= 99.5% |
| Epoch  23, time=  3.8s | Train: skip eval | Valid: time=  0.6s loss=0.027, TAw acc= 99.5% | lr=5.0e-02
| Epoch  24, time=  3.3s | Train: skip eval | Valid: time=  0.6s loss=0.040, TAw acc= 99.0% |
| Epoch  25, time=  3.4s | Train: skip eval | Valid: time=  0.6s loss=0.021, TAw acc= 99.5% |
| Epoch  26, time=  3.6s | Train: skip eval | Valid: time=  0.6s loss=0.019, TAw acc= 99.4% |
| Epoch  27, time=  3.4s | Train: skip eval | Valid: time=  0.7s loss=0.030, TAw acc= 99.0% |
| Epoch  28, time=  3.4s | Train: skip eval | Valid: time=  0.7s loss=0.026, TAw acc= 99.3% | lr=5.0e-02
| Epoch  29, time=  3.6s | Train: skip eval | Valid: time=  0.5s loss=0.024, TAw acc= 99.3% |
| Epoch  30, time=  3.7s | Train: skip eval | Valid: time=  0.5s loss=0.027, TAw acc= 99.4% |
| Epoch  31, time=  3.5s | Train: skip eval | Valid: time=  0.6s loss=0.021, TAw acc= 99.4% |
| Epoch  32, time=  3.6s | Train: skip eval | Valid: time=  0.4s loss=0.025, TAw acc= 99.4% |
| Epoch  33, time=  3.5s | Train: skip eval | Valid: time=  0.6s loss=0.018, TAw acc= 99.6% | lr=5.0e-02
| Epoch  34, time=  4.1s | Train: skip eval | Valid: time=  0.6s loss=0.025, TAw acc= 99.1% |
| Epoch  35, time=  3.4s | Train: skip eval | Valid: time=  0.6s loss=0.037, TAw acc= 99.2% |
| Epoch  36, time=  3.7s | Train: skip eval | Valid: time=  0.9s loss=0.025, TAw acc= 99.4% |
| Epoch  37, time=  3.5s | Train: skip eval | Valid: time=  0.8s loss=0.026, TAw acc= 99.4% |
| Epoch  38, time=  3.5s | Train: skip eval | Valid: time=  0.6s loss=0.012, TAw acc= 99.5% | *
| Epoch  39, time=  3.5s | Train: skip eval | Valid: time=  0.5s loss=0.016, TAw acc= 99.5% |
| Epoch  40, time=  3.4s | Train: skip eval | Valid: time=  0.5s loss=0.028, TAw acc= 99.3% |
| Epoch  41, time=  3.4s | Train: skip eval | Valid: time=  0.5s loss=0.020, TAw acc= 99.5% |
| Epoch  42, time=  3.4s | Train: skip eval | Valid: time=  0.4s loss=0.020, TAw acc= 99.5% |
