============================================================================================================
Arguments =
	approach: ewc
	batch_size: 100
	clipping: 10000
	datasets: ['mnist']
	eval_on_train: False
	exp_name: None
	fix_bn: False
	gpu: 4
	gridsearch_tasks: -1
	keep_existing_head: False
	last_layer_analysis: False
	log: ['disk']
	lr: 0.05
	lr_factor: 1.0
	lr_min: 0.0001
	lr_patience: 5
	momentum: 0.9
	multi_softmax: False
	nc_first_task: 2
	nepochs: 100
	network: resnet18
	no_cudnn_deterministic: False
	num_tasks: 5
	num_workers: 4
	pin_memory: False
	pretrained: False
	results_path: ../mnist_ewc_result5t
	save_models: False
	seed: 10
	stop_at_task: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0002
============================================================================================================
Approach arguments =
	alpha: 0.5
	fi_num_samples: -1
	fi_sampling_type: max_pred
	lamb: 5000
============================================================================================================
Exemplars dataset arguments =
	exemplar_selection: random
	num_exemplars: 0
	num_exemplars_per_class: 0
============================================================================================================
WARNING: ../mnist_ewc_result5t/mnist_ewc already exists!
[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]
************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  4.7s | Train: skip eval | Valid: time=  0.4s loss=0.035, TAw acc= 99.2% | *
| Epoch  43, time=  2.5s | Train: skip eval | Valid: time=  0.5s loss=0.009, TAw acc= 99.6% |
| Epoch  44, time=  2.2s | Train: skip eval | Valid: time=  0.5s loss=0.022, TAw acc= 99.3% |
| Epoch  45, time=  2.2s | Train: skip eval | Valid: time=  0.7s loss=0.017, TAw acc= 99.7% |
| Epoch  46, time=  2.4s | Train: skip eval | Valid: time=  0.5s loss=0.011, TAw acc= 99.7% |
| Epoch  47, time=  2.4s | Train: skip eval | Valid: time=  0.4s loss=0.009, TAw acc= 99.7% | lr=5.0e-02
| Epoch  48, time=  2.4s | Train: skip eval | Valid: time=  0.5s loss=0.007, TAw acc= 99.7% |
| Epoch  49, time=  2.3s | Train: skip eval | Valid: time=  0.6s loss=0.009, TAw acc= 99.7% |
| Epoch  50, time=  2.6s | Train: skip eval | Valid: time=  0.6s loss=0.017, TAw acc= 99.5% |
| Epoch  51, time=  2.3s | Train: skip eval | Valid: time=  0.5s loss=0.009, TAw acc= 99.7% |
| Epoch  52, time=  2.3s | Train: skip eval | Valid: time=  0.5s loss=0.022, TAw acc= 99.5% | lr=5.0e-02
| Epoch  53, time=  2.6s | Train: skip eval | Valid: time=  0.6s loss=0.009, TAw acc= 99.8% |
| Epoch  54, time=  3.1s | Train: skip eval | Valid: time=  0.5s loss=0.014, TAw acc= 99.7% |
| Epoch  55, time=  2.5s | Train: skip eval | Valid: time=  0.7s loss=0.007, TAw acc= 99.8% |
| Epoch  56, time=  2.4s | Train: skip eval | Valid: time=  0.5s loss=0.009, TAw acc= 99.7% |
| Epoch  57, time=  2.5s | Train: skip eval | Valid: time=  0.8s loss=0.012, TAw acc= 99.7% | lr=5.0e-02
| Epoch  58, time=  2.3s | Train: skip eval | Valid: time=  0.4s loss=0.008, TAw acc= 99.7% |
| Epoch  59, time=  2.4s | Train: skip eval | Valid: time=  0.5s loss=0.010, TAw acc= 99.7% |
| Epoch  60, time=  2.3s | Train: skip eval | Valid: time=  0.6s loss=0.010, TAw acc= 99.7% |
| Epoch  61, time=  2.3s | Train: skip eval | Valid: time=  0.5s loss=0.009, TAw acc= 99.7% |
| Epoch  62, time=  2.5s | Train: skip eval | Valid: time=  0.4s loss=0.011, TAw acc= 99.7% | lr=5.0e-02
| Epoch  63, time=  2.2s | Train: skip eval | Valid: time=  0.6s loss=0.011, TAw acc= 99.8% |
| Epoch  64, time=  2.3s | Train: skip eval | Valid: time=  0.5s loss=0.013, TAw acc= 99.7% |
| Epoch  65, time=  2.3s | Train: skip eval | Valid: time=  0.5s loss=0.009, TAw acc= 99.8% |
| Epoch  66, time=  2.3s | Train: skip eval | Valid: time=  0.5s loss=0.009, TAw acc= 99.8% |
| Epoch  67, time=  2.4s | Train: skip eval | Valid: time=  0.5s loss=0.008, TAw acc= 99.8% | lr=5.0e-02
| Epoch  68, time=  2.3s | Train: skip eval | Valid: time=  0.5s loss=0.012, TAw acc= 99.7% |
| Epoch  69, time=  2.3s | Train: skip eval | Valid: time=  0.6s loss=0.014, TAw acc= 99.7% |
| Epoch  70, time=  2.3s | Train: skip eval | Valid: time=  0.5s loss=0.013, TAw acc= 99.7% |
| Epoch  71, time=  2.4s | Train: skip eval | Valid: time=  0.5s loss=0.011, TAw acc= 99.7% |
| Epoch  72, time=  2.5s | Train: skip eval | Valid: time=  0.6s loss=0.015, TAw acc= 99.7% | lr=5.0e-02
| Epoch  73, time=  2.3s | Train: skip eval | Valid: time=  0.5s loss=0.010, TAw acc= 99.7% |
| Epoch  74, time=  2.4s | Train: skip eval | Valid: time=  0.6s loss=0.012, TAw acc= 99.7% |
| Epoch  75, time=  2.3s | Train: skip eval | Valid: time=  0.5s loss=0.020, TAw acc= 99.5% |
| Epoch  76, time=  2.3s | Train: skip eval | Valid: time=  0.5s loss=0.021, TAw acc= 99.6% |
| Epoch  77, time=  2.9s | Train: skip eval | Valid: time=  0.6s loss=0.022, TAw acc= 99.7% | lr=5.0e-02
| Epoch  78, time=  2.7s | Train: skip eval | Valid: time=  0.5s loss=0.009, TAw acc= 99.7% |
| Epoch  79, time=  2.3s | Train: skip eval | Valid: time=  0.5s loss=0.029, TAw acc= 99.3% |
| Epoch  80, time=  2.5s | Train: skip eval | Valid: time=  0.5s loss=0.005, TAw acc= 99.7% |
| Epoch  81, time=  2.8s | Train: skip eval | Valid: time=  0.9s loss=0.020, TAw acc= 99.5% |
| Epoch  82, time=  2.4s | Train: skip eval | Valid: time=  0.4s loss=0.010, TAw acc= 99.7% | lr=5.0e-02
| Epoch  83, time=  2.4s | Train: skip eval | Valid: time=  0.4s loss=0.012, TAw acc= 99.7% |
| Epoch  84, time=  2.4s | Train: skip eval | Valid: time=  0.7s loss=0.010, TAw acc= 99.7% |
| Epoch  85, time=  2.3s | Train: skip eval | Valid: time=  0.5s loss=0.010, TAw acc= 99.7% |
| Epoch  86, time=  2.2s | Train: skip eval | Valid: time=  0.5s loss=0.008, TAw acc= 99.7% |
| Epoch  87, time=  2.5s | Train: skip eval | Valid: time=  0.5s loss=0.021, TAw acc= 99.6% | lr=5.0e-02
| Epoch  88, time=  2.3s | Train: skip eval | Valid: time=  0.7s loss=0.014, TAw acc= 99.7% |
| Epoch  89, time=  2.4s | Train: skip eval | Valid: time=  0.5s loss=0.012, TAw acc= 99.6% |
| Epoch  90, time=  2.4s | Train: skip eval | Valid: time=  0.5s loss=0.012, TAw acc= 99.5% |
| Epoch  91, time=  2.3s | Train: skip eval | Valid: time=  0.7s loss=0.012, TAw acc= 99.6% |
| Epoch  92, time=  2.4s | Train: skip eval | Valid: time=  0.6s loss=0.012, TAw acc= 99.6% | lr=5.0e-02
| Epoch  93, time=  2.3s | Train: skip eval | Valid: time=  0.4s loss=0.012, TAw acc= 99.5% |
| Epoch  94, time=  2.7s | Train: skip eval | Valid: time=  0.5s loss=0.015, TAw acc= 99.5% |
| Epoch  95, time=  2.3s | Train: skip eval | Valid: time=  0.6s loss=0.006, TAw acc= 99.7% |
| Epoch  96, time=  2.3s | Train: skip eval | Valid: time=  0.6s loss=0.036, TAw acc= 99.2% |
| Epoch  97, time=  2.4s | Train: skip eval | Valid: time=  0.6s loss=0.024, TAw acc= 99.5% | lr=5.0e-02
| Epoch  98, time=  2.3s | Train: skip eval | Valid: time=  0.5s loss=0.015, TAw acc= 99.5% |
| Epoch  99, time=  2.3s | Train: skip eval | Valid: time=  0.5s loss=0.010, TAw acc= 99.7% |
| Epoch 100, time=  2.2s | Train: skip eval | Valid: time=  0.5s loss=0.033, TAw acc= 99.2% |
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.005 | TAw acc= 99.8%, forg=  0.0%| TAg acc= 99.8%, forg=  0.0% <<<
Save at ../mnist_ewc_result5t/mnist_ewc
************************************************************************************************************
Task  1
************************************************************************************************************
| Epoch   1, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.081, TAw acc= 97.1% | *
| Epoch   2, time=  3.1s | Train: skip eval | Valid: time=  0.7s loss=0.028, TAw acc= 99.4% | *
| Epoch   3, time=  3.2s | Train: skip eval | Valid: time=  0.5s loss=0.035, TAw acc= 99.1% |
| Epoch   4, time=  3.2s | Train: skip eval | Valid: time=  0.5s loss=0.032, TAw acc= 99.1% |
| Epoch   5, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.027, TAw acc= 99.3% | *
| Epoch   6, time=  3.4s | Train: skip eval | Valid: time=  0.5s loss=0.046, TAw acc= 99.3% |
| Epoch   7, time=  3.3s | Train: skip eval | Valid: time=  0.6s loss=0.023, TAw acc= 99.3% | *
| Epoch   8, time=  3.1s | Train: skip eval | Valid: time=  0.7s loss=0.027, TAw acc= 99.5% |
| Epoch   9, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.027, TAw acc= 99.5% |
| Epoch  10, time=  3.1s | Train: skip eval | Valid: time=  0.6s loss=0.029, TAw acc= 99.5% |
| Epoch  11, time=  3.1s | Train: skip eval | Valid: time=  1.0s loss=0.024, TAw acc= 99.6% |
| Epoch  12, time=  3.1s | Train: skip eval | Valid: time=  0.5s loss=0.033, TAw acc= 99.3% | lr=5.0e-02
| Epoch  13, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.022, TAw acc= 99.3% | *
| Epoch  14, time=  3.1s | Train: skip eval | Valid: time=  0.7s loss=0.028, TAw acc= 99.5% |
| Epoch  15, time=  3.2s | Train: skip eval | Valid: time=  0.5s loss=0.035, TAw acc= 98.9% |
| Epoch  16, time=  3.3s | Train: skip eval | Valid: time=  0.6s loss=0.035, TAw acc= 98.9% |
| Epoch  17, time=  3.5s | Train: skip eval | Valid: time=  0.5s loss=0.051, TAw acc= 99.1% |
| Epoch  18, time=  3.3s | Train: skip eval | Valid: time=  0.8s loss=63.957, TAw acc= 52.2% | lr=5.0e-02
| Epoch  19, time=  3.4s | Train: skip eval | Valid: time=  0.7s loss=338.826, TAw acc= 47.8% |
| Epoch  20, time=  3.2s | Train: skip eval | Valid: time=  0.7s loss=0.647, TAw acc= 94.5% |
| Epoch  21, time=  3.1s | Train: skip eval | Valid: time=  0.7s loss=0.544, TAw acc= 97.4% |
| Epoch  22, time=  3.2s | Train: skip eval | Valid: time=  0.7s loss=0.498, TAw acc= 98.4% |
| Epoch  23, time=  3.5s | Train: skip eval | Valid: time=  0.6s loss=0.461, TAw acc= 98.8% | lr=5.0e-02
| Epoch  24, time=  3.2s | Train: skip eval | Valid: time=  0.5s loss=0.024, TAw acc= 99.4% |
| Epoch  25, time=  3.4s | Train: skip eval | Valid: time=  0.7s loss=0.025, TAw acc= 99.5% |
| Epoch  26, time=  4.5s | Train: skip eval | Valid: time=  0.7s loss=0.027, TAw acc= 99.6% |
| Epoch  27, time=  3.3s | Train: skip eval | Valid: time=  0.7s loss=0.036, TAw acc= 99.4% |
| Epoch  28, time=  3.4s | Train: skip eval | Valid: time=  0.6s loss=0.035, TAw acc= 99.4% | lr=5.0e-02
| Epoch  29, time=  3.2s | Train: skip eval | Valid: time=  0.8s loss=0.030, TAw acc= 99.6% |
| Epoch  30, time=  3.4s | Train: skip eval | Valid: time=  0.7s loss=0.037, TAw acc= 99.4% |
| Epoch  31, time=  3.5s | Train: skip eval | Valid: time=  0.7s loss=0.030, TAw acc= 99.2% |
| Epoch  32, time=  3.3s | Train: skip eval | Valid: time=  0.6s loss=0.027, TAw acc= 99.6% |
| Epoch  33, time=  3.2s | Train: skip eval | Valid: time=  0.6s loss=0.027, TAw acc= 99.5% | lr=5.0e-02
| Epoch  34, time=  3.1s | Train: skip eval | Valid: time=  0.6s loss=0.033, TAw acc= 99.3% |
| Epoch  35, time=  3.3s | Train: skip eval | Valid: time=  0.7s loss=0.028, TAw acc= 99.6% |
| Epoch  36, time=  3.5s | Train: skip eval | Valid: time=  0.5s loss=0.037, TAw acc= 99.3% |
| Epoch  37, time=  3.5s | Train: skip eval | Valid: time=  0.6s loss=0.029, TAw acc= 99.4% |
| Epoch  38, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.029, TAw acc= 99.5% | lr=5.0e-02
| Epoch  39, time=  3.2s | Train: skip eval | Valid: time=  0.5s loss=0.025, TAw acc= 99.6% |
| Epoch  40, time=  3.1s | Train: skip eval | Valid: time=  0.5s loss=0.028, TAw acc= 99.5% |
| Epoch  41, time=  3.2s | Train: skip eval | Valid: time=  0.6s loss=0.041, TAw acc= 99.3% |
| Epoch  42, time=  3.3s | Train: skip eval | Valid: time=  0.7s loss=0.032, TAw acc= 99.3% |
| Epoch  43, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=1.366, TAw acc= 96.4% | lr=5.0e-02
| Epoch  44, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.028, TAw acc= 99.3% |
| Epoch  45, time=  3.2s | Train: skip eval | Valid: time=  0.6s loss=0.034, TAw acc= 99.1% |
| Epoch  46, time=  3.0s | Train: skip eval | Valid: time=  0.8s loss=0.026, TAw acc= 99.1% |
| Epoch  47, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.022, TAw acc= 99.4% | *
| Epoch  48, time=  3.2s | Train: skip eval | Valid: time=  0.6s loss=0.037, TAw acc= 99.1% |
| Epoch  49, time=  4.2s | Train: skip eval | Valid: time=  0.6s loss=0.032, TAw acc= 99.2% |
| Epoch  50, time=  3.2s | Train: skip eval | Valid: time=  0.7s loss=270.777, TAw acc= 53.7% |
| Epoch  51, time=  3.2s | Train: skip eval | Valid: time=  1.1s loss=0.178, TAw acc= 98.1% |
| Epoch  52, time=  3.2s | Train: skip eval | Valid: time=  0.5s loss=0.146, TAw acc= 99.0% | lr=5.0e-02
| Epoch  53, time=  3.3s | Train: skip eval | Valid: time=  0.7s loss=0.025, TAw acc= 99.3% |
| Epoch  54, time=  3.3s | Train: skip eval | Valid: time=  0.8s loss=0.026, TAw acc= 99.5% |
| Epoch  55, time=  3.1s | Train: skip eval | Valid: time=  0.6s loss=0.017, TAw acc= 99.6% | *
| Epoch  56, time=  3.4s | Train: skip eval | Valid: time=  0.6s loss=0.024, TAw acc= 99.2% |
| Epoch  57, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.022, TAw acc= 99.6% |
| Epoch  58, time=  3.2s | Train: skip eval | Valid: time=  0.5s loss=0.019, TAw acc= 99.6% |
| Epoch  59, time=  3.3s | Train: skip eval | Valid: time=  0.6s loss=0.026, TAw acc= 99.4% |
| Epoch  60, time=  3.2s | Train: skip eval | Valid: time=  0.6s loss=0.023, TAw acc= 99.4% | lr=5.0e-02
| Epoch  61, time=  3.1s | Train: skip eval | Valid: time=  0.7s loss=0.023, TAw acc= 99.3% |
| Epoch  62, time=  3.2s | Train: skip eval | Valid: time=  0.6s loss=0.021, TAw acc= 99.4% |
| Epoch  63, time=  3.3s | Train: skip eval | Valid: time=  0.7s loss=0.026, TAw acc= 99.4% |
| Epoch  64, time=  3.1s | Train: skip eval | Valid: time=  0.6s loss=0.026, TAw acc= 99.5% |
| Epoch  65, time=  3.4s | Train: skip eval | Valid: time=  0.5s loss=0.025, TAw acc= 99.5% | lr=5.0e-02
| Epoch  66, time=  3.4s | Train: skip eval | Valid: time=  0.5s loss=0.021, TAw acc= 99.3% |
| Epoch  67, time=  3.2s | Train: skip eval | Valid: time=  0.6s loss=0.025, TAw acc= 99.3% |
| Epoch  68, time=  3.3s | Train: skip eval | Valid: time=  0.6s loss=0.022, TAw acc= 99.4% |
| Epoch  69, time=  3.3s | Train: skip eval | Valid: time=  0.6s loss=0.021, TAw acc= 99.5% |
| Epoch  70, time=  3.3s | Train: skip eval | Valid: time=  0.6s loss=0.027, TAw acc= 99.4% | lr=5.0e-02
| Epoch  71, time=  3.2s | Train: skip eval | Valid: time=  0.7s loss=0.022, TAw acc= 99.6% |
| Epoch  72, time=  3.2s | Train: skip eval | Valid: time=  0.7s loss=4.022, TAw acc= 52.4% |
| Epoch  73, time=  3.2s | Train: skip eval | Valid: time=  0.6s loss=0.035, TAw acc= 99.1% |
| Epoch  74, time=  3.1s | Train: skip eval | Valid: time=  0.6s loss=0.034, TAw acc= 99.2% |
| Epoch  75, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.030, TAw acc= 99.1% | lr=5.0e-02
| Epoch  76, time=  3.4s | Train: skip eval | Valid: time=  0.5s loss=0.325, TAw acc= 78.7% |
| Epoch  77, time=  3.2s | Train: skip eval | Valid: time=  0.5s loss=0.098, TAw acc= 97.5% |
| Epoch  78, time=  3.2s | Train: skip eval | Valid: time=  0.5s loss=0.023, TAw acc= 99.6% |
| Epoch  79, time=  3.1s | Train: skip eval | Valid: time=  0.8s loss=0.025, TAw acc= 99.6% |
| Epoch  80, time=  3.2s | Train: skip eval | Valid: time=  0.7s loss=0.025, TAw acc= 99.5% | lr=5.0e-02
| Epoch  81, time=  3.3s | Train: skip eval | Valid: time=  0.6s loss=0.031, TAw acc= 99.2% |
| Epoch  82, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=6.905, TAw acc= 48.9% |
| Epoch  83, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.032, TAw acc= 99.2% |
| Epoch  84, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.029, TAw acc= 99.1% |
| Epoch  85, time=  3.1s | Train: skip eval | Valid: time=  0.6s loss=0.031, TAw acc= 99.4% | lr=5.0e-02
| Epoch  86, time=  3.3s | Train: skip eval | Valid: time=  0.7s loss=0.023, TAw acc= 99.4% |
| Epoch  87, time=  4.0s | Train: skip eval | Valid: time=  0.5s loss=2.265, TAw acc= 64.7% |
| Epoch  88, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.143, TAw acc= 98.7% |
| Epoch  89, time=  3.2s | Train: skip eval | Valid: time=  0.5s loss=0.146, TAw acc= 98.3% |
| Epoch  90, time=  3.7s | Train: skip eval | Valid: time=  0.5s loss=0.118, TAw acc= 99.2% | lr=5.0e-02
| Epoch  91, time=  3.3s | Train: skip eval | Valid: time=  0.8s loss=11.077, TAw acc= 52.0% |
| Epoch  92, time=  3.3s | Train: skip eval | Valid: time=  0.9s loss=0.035, TAw acc= 98.9% |
| Epoch  93, time=  3.5s | Train: skip eval | Valid: time=  0.5s loss=0.036, TAw acc= 98.8% |
| Epoch  94, time=  3.2s | Train: skip eval | Valid: time=  0.6s loss=0.031, TAw acc= 99.2% |
| Epoch  95, time=  3.1s | Train: skip eval | Valid: time=  0.5s loss=0.040, TAw acc= 98.9% | lr=5.0e-02
| Epoch  96, time=  3.2s | Train: skip eval | Valid: time=  0.5s loss=0.020, TAw acc= 99.4% |
| Epoch  97, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.023, TAw acc= 99.6% |
| Epoch  98, time=  3.3s | Train: skip eval | Valid: time=  0.6s loss=179.936, TAw acc= 52.2% |
| Epoch  99, time=  3.4s | Train: skip eval | Valid: time=  0.5s loss=0.339, TAw acc= 98.5% |
| Epoch 100, time=  3.3s | Train: skip eval | Valid: time=  0.5s loss=0.312, TAw acc= 99.0% | lr=5.0e-02
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.646 | TAw acc= 78.8%, forg= 21.0%| TAg acc=  5.1%, forg= 94.6% <<<
>>> Test on task  1 : loss=0.014 | TAw acc= 99.8%, forg=  0.0%| TAg acc= 97.8%, forg=  0.0% <<<
Save at ../mnist_ewc_result5t/mnist_ewc
************************************************************************************************************
Task  2
************************************************************************************************************
| Epoch   1, time=  3.7s | Train: skip eval | Valid: time=  0.5s loss=0.012, TAw acc= 99.8% | *
| Epoch   2, time=  3.6s | Train: skip eval | Valid: time=  0.6s loss=0.007, TAw acc= 99.8% | *
| Epoch   3, time=  3.5s | Train: skip eval | Valid: time=  0.6s loss=0.006, TAw acc= 99.8% | *
| Epoch   4, time=  3.6s | Train: skip eval | Valid: time=  0.5s loss=0.007, TAw acc= 99.9% |
| Epoch   5, time=  3.6s | Train: skip eval | Valid: time=  1.5s loss=0.009, TAw acc= 99.8% |
| Epoch   6, time=  3.4s | Train: skip eval | Valid: time=  0.6s loss=0.006, TAw acc= 99.9% | *
| Epoch   7, time=  3.7s | Train: skip eval | Valid: time=  0.5s loss=0.006, TAw acc= 99.9% |
| Epoch   8, time=  3.8s | Train: skip eval | Valid: time=  0.7s loss=0.006, TAw acc=100.0% | *
| Epoch   9, time=  3.6s | Train: skip eval | Valid: time=  0.6s loss=0.008, TAw acc= 99.9% |
| Epoch  10, time=  3.9s | Train: skip eval | Valid: time=  0.6s loss=0.007, TAw acc=100.0% |
| Epoch  11, time=  4.1s | Train: skip eval | Valid: time=  0.6s loss=0.007, TAw acc=100.0% |
| Epoch  12, time=  3.7s | Train: skip eval | Valid: time=  0.5s loss=0.008, TAw acc= 99.9% |
| Epoch  13, time=  3.6s | Train: skip eval | Valid: time=  0.6s loss=0.008, TAw acc=100.0% | lr=5.0e-02
| Epoch  14, time=  3.4s | Train: skip eval | Valid: time=  0.6s loss=0.008, TAw acc= 99.9% |
| Epoch  15, time=  3.8s | Train: skip eval | Valid: time=  0.6s loss=0.007, TAw acc=100.0% |
| Epoch  16, time=  3.7s | Train: skip eval | Valid: time=  0.6s loss=0.007, TAw acc=100.0% |
| Epoch  17, time=  3.6s | Train: skip eval | Valid: time=  0.4s loss=0.009, TAw acc= 99.8% |
| Epoch  18, time=  3.6s | Train: skip eval | Valid: time=  0.6s loss=0.010, TAw acc=100.0% | lr=5.0e-02
| Epoch  19, time=  4.6s | Train: skip eval | Valid: time=  0.5s loss=0.008, TAw acc= 99.9% |
| Epoch  20, time=  3.8s | Train: skip eval | Valid: time=  0.6s loss=0.008, TAw acc= 99.9% |
